Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,CareerVelocityScore,IncomeGrowthPotential,ExperienceUtilization,CareerCluster,PromotionGapRiskScore,PromotionGapRiskLevel
32,0,Non-Travel,1184,Research & Development,1,3,Life Sciences,3,Female,70,2,1,Laboratory Technician,2,Married,2332,3974,6,No,20,4,3,0,5,3,3,3,0,0,2,0.0,0.0,0.9999996666667778,0.6666664444445185,0.33333322222225925,583.0,0.15624999511718765,0,0,Low
25,1,Travel_Rarely,867,Sales,19,2,Marketing,3,Male,36,2,1,Sales Representative,2,Married,2413,18798,1,Yes,18,3,3,3,1,2,3,1,0,0,0,0.0,0.0,1.9999980000020001,0.0,0.9999990000010001,1206.5,0.03999999840000006,0,1,Low
40,0,Travel_Rarely,658,Sales,10,4,Marketing,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,2,No,12,3,2,1,11,2,2,1,0,0,0,0.0,0.0,1.9999980000020001,0.0,2.9999970000030003,4852.5,0.2749999931250002,0,1,Low
26,0,Travel_Frequently,1283,Sales,1,3,Medical,3,Male,52,2,2,Sales Executive,1,Single,4294,11148,1,No,12,3,2,0,7,2,3,7,7,0,7,0.0,0.9999998571428775,0.285714244897965,0.9999998571428775,0.285714244897965,536.75,0.26923075887574005,0,3,Low
41,0,Travel_Rarely,263,Research & Development,6,3,Medical,4,Male,59,3,1,Laboratory Technician,1,Single,4721,3119,2,Yes,13,3,3,0,20,3,3,18,13,2,17,0.11111110493827195,0.7222221820987677,0.1666666574074079,0.9444443919753115,0.055555552469135974,248.47368421052633,0.48780486615110086,1,6,Medium
36,0,Travel_Rarely,938,Research & Development,2,4,Medical,3,Male,79,3,1,Laboratory Technician,3,Single,2519,12287,4,No,21,4,3,0,16,6,3,11,8,3,9,0.2727272479338866,0.7272726611570308,0.5454544958677732,0.8181817438016598,0.09090908264462885,209.91666666666666,0.44444443209876583,1,6,Medium
19,1,Travel_Rarely,419,Sales,21,3,Other,4,Male,37,2,1,Sales Representative,2,Single,2121,9947,1,Yes,13,3,2,0,1,3,4,1,0,0,0,0.0,0.0,2.9999970000030003,0.0,0.9999990000010001,1060.5,0.05263157617728546,0,1,Low
20,1,Travel_Rarely,129,Research & Development,4,3,Technical Degree,1,Male,84,3,1,Laboratory Technician,1,Single,2973,13008,1,No,19,3,2,0,1,2,3,1,0,0,0,0.0,0.0,1.9999980000020001,0.0,0.9999990000010001,1486.5,0.04999999750000012,0,1,Low
31,0,Travel_Rarely,616,Research & Development,12,3,Medical,4,Female,41,3,2,Healthcare Representative,4,Married,5855,17369,0,Yes,11,3,3,2,10,2,1,9,7,8,5,0.8888887901234679,0.7777776913580343,0.22222219753086697,0.5555554938271674,0.22222219753086697,585.5,0.3225806347554634,1,6,Medium
40,0,Travel_Frequently,1469,Research & Development,9,4,Medical,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,Yes,14,3,4,1,3,2,3,1,1,0,0,0.0,0.9999990000010001,1.9999980000020001,0.0,0.9999990000010001,1808.5,0.07499999812500005,0,4,Medium
32,0,Travel_Rarely,498,Research & Development,3,4,Medical,3,Female,93,3,2,Manufacturing Director,1,Married,6725,13554,1,No,12,3,3,1,8,2,4,8,7,6,3,0.7499999062500118,0.8749998906250137,0.24999996875000394,0.3749999531250059,0.24999996875000394,747.2222222222222,0.24999999218750027,0,6,Medium
36,1,Travel_Rarely,530,Sales,3,1,Life Sciences,3,Male,51,2,3,Sales Executive,4,Married,10325,5518,1,Yes,11,3,1,1,16,6,3,16,7,3,7,0.18749998828125072,0.4374999726562517,0.37499997656250145,0.4374999726562517,0.18749998828125072,607.3529411764706,0.44444443209876583,1,2,Low
33,0,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,2,Female,42,2,2,Healthcare Representative,4,Single,6949,12291,0,No,14,3,1,0,6,3,3,5,0,1,4,0.199999960000008,0.0,0.599999880000024,0.799999840000032,0.399999920000016,1158.1666666666667,0.18181817630854014,0,0,Low
37,1,Travel_Rarely,625,Sales,1,4,Life Sciences,1,Male,46,2,3,Sales Executive,3,Married,10609,14922,5,No,11,3,3,0,17,2,1,14,1,11,7,0.7857142295918408,0.07142856632653098,0.14285713265306196,0.49999996428571686,0.21428569897959293,707.2666666666667,0.4594594470416366,1,4,Medium
45,0,Non-Travel,805,Research & Development,4,2,Life Sciences,3,Male,57,3,2,Laboratory Technician,2,Married,4447,23163,1,No,12,3,2,0,9,5,2,9,7,0,8,0.0,0.7777776913580343,0.5555554938271674,0.8888887901234679,0.22222219753086697,444.7,0.19999999555555567,1,3,Low
29,0,Travel_Frequently,1404,Sales,20,3,Technical Degree,3,Female,84,3,1,Sales Representative,4,Married,2157,18203,1,No,15,3,2,1,3,5,3,3,1,0,2,0.0,0.33333322222225925,1.6666661111112961,0.6666664444445185,0.33333322222225925,539.25,0.10344827229488716,0,1,Low
35,0,Travel_Rarely,1219,Sales,18,3,Medical,3,Female,86,3,2,Sales Executive,3,Married,4601,6179,1,No,16,3,2,0,5,3,3,5,2,1,0,0.199999960000008,0.399999920000016,0.599999880000024,0.0,0.399999920000016,766.8333333333334,0.14285713877551032,0,2,Low
52,0,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,4,Male,70,3,4,Manager,4,Married,17099,13829,2,No,15,3,2,1,26,2,2,9,8,7,8,0.7777776913580343,0.8888887901234679,0.22222219753086697,0.8888887901234679,0.44444439506173394,1709.9,0.49999999038461557,1,6,Medium
58,1,Travel_Rarely,289,Research & Development,2,3,Technical Degree,4,Male,51,3,1,Research Scientist,3,Single,2479,26227,4,No,24,4,1,0,7,4,3,1,0,0,0,0.0,0.0,3.9999960000040002,0.0,0.9999990000010001,1239.5,0.12068965309155771,0,1,Low
53,0,Travel_Rarely,1376,Sales,2,2,Medical,3,Male,45,3,4,Manager,3,Divorced,14852,13938,6,No,13,3,3,1,22,3,4,17,13,15,2,0.8823528892733594,0.7647058373702448,0.17647057785467188,0.11764705190311459,0.23529410380622917,825.1111111111111,0.415094331790673,1,8,High
30,0,Travel_Rarely,231,Sales,8,2,Other,3,Male,62,3,3,Sales Executive,3,Divorced,7264,9977,5,No,11,3,1,1,10,2,4,8,4,7,7,0.8749998906250137,0.4999999375000079,0.24999996875000394,0.8749998906250137,0.3749999531250059,807.1111111111111,0.33333332222222256,1,4,Medium
38,0,Non-Travel,152,Sales,10,3,Technical Degree,3,Female,85,3,2,Sales Executive,4,Single,5666,19899,1,Yes,13,3,2,0,6,1,3,5,3,1,3,0.199999960000008,0.599999880000024,0.199999960000008,0.599999880000024,0.399999920000016,944.3333333333334,0.15789473268698073,0,3,Low
35,0,Travel_Rarely,882,Sales,3,4,Life Sciences,4,Male,92,3,3,Sales Executive,4,Divorced,7823,6812,6,No,13,3,2,1,12,2,3,10,9,0,8,0.0,0.8999999100000091,0.19999998000000202,0.7999999200000081,0.299999970000003,711.1818181818181,0.3428571330612248,1,4,Medium
39,0,Travel_Rarely,903,Sales,2,5,Life Sciences,1,Male,41,4,3,Sales Executive,3,Single,7880,2560,0,No,18,3,4,0,9,3,3,8,7,0,7,0.0,0.8749998906250137,0.3749999531250059,0.8749998906250137,0.3749999531250059,875.5555555555555,0.2307692248520712,0,3,Low
40,1,Non-Travel,1479,Sales,24,3,Life Sciences,2,Female,100,4,4,Sales Executive,2,Single,13194,17071,4,Yes,16,3,4,0,22,2,2,1,0,0,0,0.0,0.0,1.9999980000020001,0.0,3.9999960000040002,6597.0,0.5499999862500004,0,1,Low
47,0,Travel_Frequently,1379,Research & Development,16,4,Medical,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067,6759,1,Yes,19,3,3,0,20,3,4,19,10,2,7,0.10526315235457093,0.5263157617728547,0.15789472853185638,0.36842103324099823,0.10526315235457093,253.35,0.4255319058397467,1,4,Medium
36,0,Non-Travel,1229,Sales,8,4,Technical Degree,1,Male,84,3,2,Sales Executive,4,Divorced,5079,25952,4,No,13,3,4,2,12,3,3,7,7,0,7,0.0,0.9999998571428775,0.4285713673469475,0.9999998571428775,0.285714244897965,634.875,0.33333332407407434,1,3,Low
31,1,Non-Travel,335,Research & Development,9,2,Medical,3,Male,46,2,1,Research Scientist,1,Single,2321,10322,0,Yes,22,4,1,0,4,0,3,3,2,1,2,0.33333322222225925,0.6666664444445185,0.0,0.6666664444445185,0.33333322222225925,580.25,0.12903225390218534,0,5,Medium
33,0,Non-Travel,722,Sales,17,3,Life Sciences,4,Male,38,3,4,Manager,3,Single,17444,20489,1,No,11,3,4,0,10,2,3,10,8,6,0,0.599999940000006,0.7999999200000081,0.19999998000000202,0.0,0.39999996000000404,1585.8181818181818,0.30303029384756686,1,7,High
29,1,Travel_Rarely,906,Research & Development,10,3,Life Sciences,4,Female,92,2,1,Research Scientist,1,Single,2404,11479,6,Yes,20,4,3,0,3,5,3,0,0,0,0,0.0,0.0,5000000.0,0.0,1000000.0,2404.0,0.10344827229488716,2,1,Low
33,0,Travel_Rarely,461,Research & Development,13,1,Life Sciences,2,Female,53,3,1,Research Scientist,4,Single,3452,17241,3,No,18,3,1,0,5,4,3,3,2,0,2,0.0,0.6666664444445185,1.333332888889037,0.6666664444445185,0.33333322222225925,863.0,0.15151514692378343,0,2,Low
45,0,Travel_Rarely,974,Research & Development,1,4,Medical,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270,11005,3,No,14,3,4,2,8,2,3,5,3,0,2,0.0,0.599999880000024,0.399999920000016,0.399999920000016,0.199999960000008,378.3333333333333,0.1777777738271606,0,3,Low
50,0,Travel_Rarely,1126,Research & Development,1,2,Medical,4,Male,66,3,4,Research Director,4,Divorced,17399,6615,9,No,22,4,3,1,32,1,2,5,4,1,3,0.199999960000008,0.799999840000032,0.199999960000008,0.599999880000024,0.799999840000032,2899.8333333333335,0.6399999872000003,1,4,Medium
33,0,Travel_Frequently,827,Research & Development,1,4,Other,3,Female,84,4,2,Healthcare Representative,2,Married,5488,20161,1,Yes,13,3,1,1,6,2,3,6,5,1,2,0.16666663888889352,0.8333331944444675,0.33333327777778704,0.33333327777778704,0.33333327777778704,784.0,0.18181817630854014,0,3,Low
41,0,Travel_Frequently,840,Research & Development,9,3,Medical,1,Male,64,3,5,Research Director,3,Divorced,19419,3735,2,No,17,3,2,1,21,2,4,18,16,0,11,0.0,0.8888888395061756,0.11111110493827195,0.6111110771604957,0.27777776234567986,1022.0526315789474,0.5121951094586559,1,4,Medium
27,0,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,3,Female,37,3,1,Laboratory Technician,2,Married,2811,12086,9,No,14,3,2,1,4,2,3,2,2,2,2,0.99999950000025,0.99999950000025,0.99999950000025,0.99999950000025,0.499999750000125,937.0,0.1481481426611799,0,6,Medium
45,0,Non-Travel,248,Research & Development,23,2,Life Sciences,4,Male,42,3,2,Laboratory Technician,1,Married,3633,14039,1,Yes,15,3,3,1,9,2,3,9,8,0,8,0.0,0.8888887901234679,0.22222219753086697,0.8888887901234679,0.22222219753086697,363.3,0.19999999555555567,1,3,Low
47,0,Travel_Rarely,955,Sales,4,2,Life Sciences,4,Female,83,3,2,Sales Executive,4,Single,4163,8571,1,Yes,17,3,3,0,9,0,3,9,0,0,7,0.0,0.0,0.0,0.7777776913580343,0.22222219753086697,416.3,0.19148935762788602,0,2,Low
30,1,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,Female,48,3,1,Research Scientist,3,Married,2132,11539,4,Yes,11,3,2,0,7,2,3,5,2,0,1,0.0,0.399999920000016,0.399999920000016,0.199999960000008,0.199999960000008,355.3333333333333,0.2333333255555558,0,3,Low
50,0,Travel_Rarely,939,Research & Development,24,3,Life Sciences,4,Male,95,3,4,Manufacturing Director,3,Married,13973,4161,3,Yes,18,3,4,1,22,2,3,12,11,1,5,0.08333332638888948,0.9166665902777842,0.16666665277777895,0.41666663194444736,0.3333333055555579,1074.8461538461538,0.4399999912000002,1,4,Medium
38,0,Travel_Frequently,1391,Research & Development,10,1,Medical,3,Male,66,3,1,Research Scientist,3,Married,2684,12127,0,No,17,3,2,1,3,0,2,2,1,0,2,0.0,0.499999750000125,0.0,0.99999950000025,0.499999750000125,894.6666666666666,0.07894736634349037,0,3,Low
46,0,Travel_Rarely,566,Research & Development,7,2,Medical,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845,24208,6,No,13,3,2,1,13,3,3,8,7,0,7,0.0,0.8749998906250137,0.3749999531250059,0.8749998906250137,0.3749999531250059,1205.0,0.28260868950850676,1,3,Low
24,0,Travel_Rarely,1206,Research & Development,17,1,Medical,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377,24117,1,No,15,3,2,2,5,6,3,4,2,3,2,0.7499998125000469,0.49999987500003124,1.4999996250000938,0.49999987500003124,0.49999987500003124,875.4,0.20833332465277812,0,4,Medium
35,1,Travel_Rarely,622,Research & Development,14,4,Other,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743,10074,1,Yes,24,4,4,1,5,2,1,4,2,0,2,0.0,0.49999987500003124,0.49999987500003124,0.49999987500003124,0.24999993750001562,748.6,0.14285713877551032,0,1,Low
31,0,Travel_Frequently,853,Research & Development,1,1,Life Sciences,3,Female,96,3,2,Manufacturing Director,1,Married,4148,11275,1,No,12,3,3,1,4,1,3,4,3,0,3,0.0,0.7499998125000469,0.24999993750001562,0.7499998125000469,0.49999987500003124,829.6,0.12903225390218534,0,3,Low
18,0,Non-Travel,287,Research & Development,5,2,Life Sciences,2,Male,73,3,1,Research Scientist,4,Single,1051,13493,1,No,15,3,4,0,0,2,3,0,0,0,0,0.0,0.0,2000000.0,0.0,1000000.0,1051.0,0.0,2,1,Low
54,0,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,3,Female,56,3,3,Manufacturing Director,3,Married,10739,13943,8,No,11,3,3,1,22,2,3,10,7,0,8,0.0,0.699999930000007,0.19999998000000202,0.7999999200000081,0.299999970000003,976.2727272727273,0.4074073998628259,1,3,Low
35,0,Travel_Rarely,583,Research & Development,25,4,Medical,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388,6975,1,Yes,11,3,3,1,16,3,2,16,10,10,1,0.6249999609375024,0.6249999609375024,0.18749998828125072,0.06249999609375024,0.18749998828125072,611.0588235294117,0.4571428440816331,1,8,High
30,0,Travel_Rarely,153,Research & Development,8,2,Life Sciences,2,Female,73,4,3,Research Director,1,Married,11416,17802,0,Yes,12,3,3,3,9,4,2,8,7,1,7,0.12499998437500197,0.8749998906250137,0.4999999375000079,0.8749998906250137,0.3749999531250059,1268.4444444444443,0.2999999900000003,1,3,Low
20,1,Travel_Rarely,1097,Research & Development,11,3,Medical,4,Female,98,2,1,Research Scientist,1,Single,2600,18275,1,Yes,15,3,1,0,1,2,3,1,0,0,0,0.0,0.0,1.9999980000020001,0.0,0.9999990000010001,1300.0,0.04999999750000012,0,1,Low
30,1,Travel_Frequently,109,Research & Development,5,3,Medical,2,Female,60,3,1,Laboratory Technician,2,Single,2422,25725,0,No,17,3,1,0,4,3,3,3,2,1,2,0.33333322222225925,0.6666664444445185,0.9999996666667778,0.6666664444445185,0.33333322222225925,605.5,0.13333332888888902,0,3,Low
26,0,Travel_Rarely,1066,Research & Development,2,2,Medical,4,Male,32,4,2,Manufacturing Director,4,Married,5472,3334,1,No,12,3,2,0,8,2,3,8,7,1,3,0.12499998437500197,0.8749998906250137,0.24999996875000394,0.3749999531250059,0.24999996875000394,608.0,0.30769229585798863,0,3,Low
22,0,Travel_Rarely,217,Research & Development,8,1,Life Sciences,2,Male,94,1,1,Laboratory Technician,1,Married,2451,6881,1,No,15,3,1,1,4,3,2,4,3,1,1,0.24999993750001562,0.7499998125000469,0.7499998125000469,0.24999993750001562,0.24999993750001562,490.2,0.18181817355371938,0,5,Medium
48,0,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,Male,97,2,2,Healthcare Representative,3,Single,4240,13119,2,No,13,3,4,0,19,0,3,2,2,2,2,0.99999950000025,0.99999950000025,0.0,0.99999950000025,0.99999950000025,1413.3333333333333,0.39583332508680574,0,8,High
48,0,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,3,Male,78,2,3,Healthcare Representative,3,Single,10999,22245,7,No,14,3,2,0,27,3,3,15,11,4,8,0.2666666488888901,0.7333332844444478,0.19999998666666757,0.5333332977777802,0.19999998666666757,687.4375,0.5624999882812503,1,6,Medium
41,0,Travel_Rarely,549,Research & Development,7,2,Medical,4,Female,42,3,2,Manufacturing Director,3,Single,5003,23371,6,No,14,3,2,0,8,6,3,2,2,2,1,0.99999950000025,0.99999950000025,2.99999850000075,0.499999750000125,0.99999950000025,1667.6666666666667,0.19512194646044034,0,6,Medium
39,0,Travel_Rarely,466,Research & Development,1,1,Life Sciences,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,No,16,3,3,1,21,3,3,21,6,11,8,0.5238094988662143,0.28571427210884415,0.14285713605442207,0.38095236281179223,0.19047618140589612,579.1818181818181,0.5384615246548328,1,4,Medium
27,0,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,Female,47,3,2,Manufacturing Director,4,Married,4227,4658,0,No,18,3,2,1,4,2,3,3,2,2,2,0.6666664444445185,0.6666664444445185,0.6666664444445185,0.6666664444445185,0.6666664444445185,1056.75,0.1481481426611799,0,5,Medium
35,0,Travel_Rarely,802,Research & Development,10,3,Other,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917,9541,1,No,20,4,1,1,3,4,2,3,2,1,2,0.33333322222225925,0.6666664444445185,1.333332888889037,0.6666664444445185,0.33333322222225925,979.25,0.0857142832653062,0,3,Low
42,0,Travel_Rarely,265,Sales,5,2,Marketing,4,Male,90,3,5,Manager,3,Married,18303,7770,6,No,13,3,2,0,21,3,4,1,0,0,0,0.0,0.0,2.9999970000030003,0.0,4.999995000005001,9151.5,0.49999998809523843,0,1,Low
50,0,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,No,18,3,2,0,8,5,3,1,0,0,0,0.0,0.0,4.999995000005001,0.0,0.9999990000010001,1190.0,0.15999999680000007,0,1,Low
59,0,Travel_Rarely,715,Research & Development,2,3,Life Sciences,3,Female,69,2,4,Manufacturing Director,4,Single,13726,21829,3,Yes,13,3,1,0,30,4,3,5,3,4,3,0.799999840000032,0.599999880000024,0.799999840000032,0.599999880000024,0.799999840000032,2287.6666666666665,0.5084745676529735,1,5,Medium
37,1,Travel_Rarely,1141,Research & Development,11,2,Medical,1,Female,61,1,2,Healthcare Representative,2,Married,4777,14382,5,No,15,3,1,0,15,2,1,1,0,0,0,0.0,0.0,1.9999980000020001,0.0,1.9999980000020001,2388.5,0.4054053944485029,0,1,Low
55,0,Travel_Frequently,135,Research & Development,18,4,Medical,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Yes,14,3,4,2,17,3,3,8,7,6,7,0.7499999062500118,0.8749998906250137,0.3749999531250059,0.8749998906250137,0.24999996875000394,709.4444444444445,0.3090909034710745,1,6,Medium
41,0,Non-Travel,247,Research & Development,7,1,Life Sciences,2,Female,55,1,5,Research Director,3,Divorced,19973,20284,1,No,22,4,2,2,21,3,3,21,16,5,10,0.23809522675737013,0.7619047256235845,0.14285713605442207,0.47619045351474026,0.23809522675737013,907.8636363636364,0.5121951094586559,1,5,Medium
38,0,Travel_Rarely,1035,Sales,3,4,Life Sciences,2,Male,42,3,2,Sales Executive,4,Single,6861,4981,8,Yes,12,3,3,0,19,1,3,1,0,0,0,0.0,0.0,0.9999990000010001,0.0,1.9999980000020001,3430.5,0.49999998684210567,0,1,Low
26,1,Non-Travel,265,Sales,29,2,Medical,2,Male,79,1,2,Sales Executive,1,Single,4969,21813,8,No,18,3,4,0,7,6,3,2,2,2,2,0.99999950000025,0.99999950000025,2.99999850000075,0.99999950000025,0.99999950000025,1656.3333333333333,0.26923075887574005,0,6,Medium
52,1,Travel_Rarely,266,Sales,2,1,Marketing,1,Female,57,1,5,Manager,4,Married,19845,25846,1,No,15,3,4,1,33,3,3,32,14,6,9,0.1874999941406252,0.4374999863281255,0.0937499970703126,0.2812499912109378,0.15624999511718765,601.3636363636364,0.6346153724112429,1,5,Medium
44,0,Travel_Rarely,1448,Sales,28,3,Medical,4,Female,53,4,4,Sales Executive,4,Married,13320,11737,3,Yes,18,3,3,1,23,2,3,12,11,11,11,0.9166665902777842,0.9166665902777842,0.16666665277777895,0.9166665902777842,0.3333333055555579,1024.6153846153845,0.5227272608471077,1,7,High
50,0,Non-Travel,145,Sales,1,3,Life Sciences,4,Female,95,3,2,Sales Executive,3,Married,6347,24920,0,No,12,3,1,1,19,3,3,18,7,0,13,0.0,0.3888888672839518,0.1666666574074079,0.7222221820987677,0.11111110493827195,334.05263157894734,0.37999999240000015,1,3,Low
36,1,Travel_Rarely,885,Research & Development,16,4,Life Sciences,3,Female,43,4,1,Laboratory Technician,1,Single,2743,8269,1,No,16,3,3,0,18,1,3,17,13,15,14,0.8823528892733594,0.7647058373702448,0.05882352595155729,0.8235293633218022,0.05882352595155729,152.38888888888889,0.4999999861111115,1,10,High
39,0,Travel_Frequently,945,Research & Development,22,3,Medical,4,Female,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Yes,13,3,3,0,21,2,3,21,6,2,8,0.09523809070294806,0.28571427210884415,0.09523809070294806,0.38095236281179223,0.14285713605442207,494.54545454545456,0.5384615246548328,1,3,Low
33,0,Non-Travel,1038,Sales,8,1,Life Sciences,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,0,No,19,3,4,0,3,2,2,2,2,2,2,0.99999950000025,0.99999950000025,0.99999950000025,0.99999950000025,0.499999750000125,780.6666666666666,0.09090908815427007,0,6,Medium
45,0,Travel_Rarely,1234,Sales,11,2,Life Sciences,4,Female,90,3,4,Manager,4,Married,17650,5404,3,No,13,3,2,1,26,4,4,9,3,1,1,0.11111109876543349,0.33333329629630043,0.44444439506173394,0.11111109876543349,0.44444439506173394,1765.0,0.5777777649382719,1,2,Low
32,0,Non-Travel,1109,Research & Development,29,4,Medical,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,No,12,3,2,0,10,2,3,8,7,7,7,0.8749998906250137,0.8749998906250137,0.24999996875000394,0.8749998906250137,0.12499998437500197,447.22222222222223,0.3124999902343753,1,7,High
34,0,Travel_Rarely,216,Sales,1,4,Marketing,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,0,No,11,3,4,1,16,2,2,15,1,0,9,0.0,0.06666666222222252,0.13333332444444504,0.5999999600000027,0.13333332444444504,607.8125,0.47058822145328766,1,2,Low
59,0,Travel_Rarely,1089,Sales,1,2,Technical Degree,2,Male,66,3,3,Manager,4,Married,11904,11038,3,Yes,14,3,3,1,14,1,1,6,4,0,4,0.0,0.6666665555555741,0.16666663888889352,0.6666665555555741,0.49999991666668053,1700.5714285714287,0.23728813157138762,0,3,Low
45,0,Travel_Rarely,788,Human Resources,24,4,Medical,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,No,16,3,1,0,6,3,3,6,3,0,4,0.0,0.49999991666668053,0.49999991666668053,0.6666665555555741,0.16666663888889352,311.0,0.13333333037037046,0,2,Low
53,0,Travel_Frequently,124,Sales,2,3,Marketing,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,No,12,3,1,1,30,2,3,15,7,6,12,0.39999997333333515,0.46666663555555765,0.13333332444444504,0.7999999466666703,0.19999998666666757,470.3125,0.5660377251690996,1,4,Medium
36,1,Travel_Rarely,660,Research & Development,15,3,Other,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,No,14,3,2,1,9,3,2,1,0,0,0,0.0,0.0,2.9999970000030003,0.0,1.9999980000020001,2417.0,0.24999999305555576,0,1,Low
26,1,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,Yes,14,3,2,1,6,2,3,3,2,1,2,0.33333322222225925,0.6666664444445185,0.6666664444445185,0.6666664444445185,0.33333322222225925,510.5,0.23076922189349144,0,3,Low
34,0,Travel_Rarely,1333,Sales,10,4,Life Sciences,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,1,Yes,19,3,4,1,1,2,3,1,1,0,0,0.0,0.9999990000010001,1.9999980000020001,0.0,0.9999990000010001,1110.0,0.02941176384083048,0,4,Medium
28,0,Travel_Rarely,1144,Sales,10,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,No,22,4,2,0,1,5,3,1,0,0,0,0.0,0.0,4.999995000005001,0.0,0.9999990000010001,526.0,0.035714284438775556,0,1,Low
38,0,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,No,16,3,1,1,8,2,3,2,2,2,2,0.99999950000025,0.99999950000025,0.99999950000025,0.99999950000025,0.499999750000125,940.3333333333334,0.21052631024930765,0,6,Medium
50,0,Travel_Rarely,1464,Research & Development,2,4,Medical,2,Male,62,3,5,Research Director,3,Married,19237,12853,2,Yes,11,3,4,1,29,2,2,8,1,7,7,0.8749998906250137,0.12499998437500197,0.24999996875000394,0.8749998906250137,0.6249999218750099,2137.4444444444443,0.5799999884000002,1,3,Low
37,0,Travel_Rarely,124,Research & Development,3,3,Other,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,No,15,3,1,0,8,3,2,4,3,0,1,0.0,0.7499998125000469,0.7499998125000469,0.24999993750001562,0.49999987500003124,821.4,0.21621621037253486,0,4,Medium
40,0,Travel_Rarely,300,Sales,26,3,Marketing,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,No,14,3,2,1,8,3,2,7,7,7,5,0.9999998571428775,0.9999998571428775,0.4285713673469475,0.7142856122449125,0.285714244897965,1049.5,0.19999999500000012,1,6,Medium
26,0,Travel_Frequently,921,Research & Development,1,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2007,25265,1,No,13,3,3,2,5,5,3,5,3,1,3,0.199999960000008,0.599999880000024,0.99999980000004,0.599999880000024,0.199999960000008,334.5,0.1923076849112429,0,3,Low
46,0,Travel_Rarely,430,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,No,17,3,4,2,23,0,3,2,2,2,2,0.99999950000025,0.99999950000025,0.0,0.99999950000025,2.499998750000625,6542.333333333333,0.49999998913043503,1,8,High
54,0,Travel_Rarely,1082,Sales,2,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,No,11,3,2,1,13,4,3,9,4,7,0,0.7777776913580343,0.44444439506173394,0.44444439506173394,0.0,0.33333329629630043,1068.6,0.24074073628257897,1,5,Medium
56,0,Travel_Frequently,1240,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,No,19,3,2,1,18,4,3,5,4,0,3,0.0,0.799999840000032,0.799999840000032,0.599999880000024,0.199999960000008,490.3333333333333,0.32142856568877565,0,4,Medium
36,0,Travel_Rarely,796,Research & Development,12,5,Medical,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,No,11,3,2,0,15,2,2,14,8,7,8,0.49999996428571686,0.5714285306122479,0.14285713265306196,0.5714285306122479,0.21428569897959293,590.5333333333333,0.41666665509259293,1,5,Medium
